Nome do Ativo;Data;PU Curva;PU Indicativo;Taxa Compra;Taxa Indicativa;Quantidade em Mercado
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/03/2022;693,988177;765,661415;0,038298;0,036717;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/03/2022;694,414319;765,996069;0,038362;0,036843;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/03/2022;694,840728;766,687274;0,037892;0,036604;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/03/2022;695,267392;767,200701;0,038041;0,036537;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/03/2022;695,694321;767,971937;0,03751;0,036208;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/03/2022;696,121517;768,395955;0,03782;0,03622;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;31/03/2022;696,548967;768,925226;0,037372;0,036139;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/04/2022;696,976685;769,448671;0,037547;0,03607;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/04/2022;697,404663;770,18796;0,037179;0,035769;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/04/2022;697,832907;770,749715;0,037245;0,035639;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/04/2022;698,261414;771,217297;0,037377;0,03561;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/04/2022;698,690181;771,5863;0,037375;0,035686;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/04/2022;699,119216;772,050046;0,037083;0,03565;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/04/2022;699,548505;772,558221;0,036807;0,035573;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/04/2022;699,978069;773,094314;0,037075;0,035477;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/04/2022;700,407888;773,552215;0,037068;0,035464;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/04/2022;700,837974;774,045589;0,03722;0,035409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/04/2022;701,268328;774,651298;0,036198;0,035247;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/04/2022;701,698938;775,13528;0,037087;0,035207;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/04/2022;702,129822;775,748309;0,036595;0,035031;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/04/2022;702,560962;776,150281;0,036924;0,035076;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/04/2022;702,992371;776,607566;0,037156;0,035072;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/04/2022;703,424049;776,948206;0,036399;0,035176;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/04/2022;703,855981;777,449515;0,036411;0,035126;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/04/2022;704,28819;777,96766;0,036405;0,035047;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/04/2022;704,720653;778,364635;0,036433;0,0351;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/05/2022;705,153393;778,767104;0,036402;0,035142;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/05/2022;705,586389;779,253883;0,036407;0,035099;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/05/2022;706,019654;779,732566;0,0368;0,035072;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/05/2022;706,453189;780,24623;0,036399;0,034984;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/05/2022;706,912001;780,717408;0,03624;0,034979;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/05/2022;707,371112;781,265211;0,03624;0,034905;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;10/05/2022;707,830516;781,74838;0,036379;0,034902;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/05/2022;708,290227;782,266075;0,036232;0,034848;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/05/2022;708,750229;782,85082;0,036317;0,034722;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/05/2022;709,210533;783,379165;0,03601;0,034662;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;16/05/2022;709,671129;784,014206;0,035703;0,034494;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;17/05/2022;710,132033;784,582478;0,035486;0,034396;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/05/2022;710,593236;785,267038;0,035445;0,034167;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/05/2022;711,054734;785,834652;0,035422;0,034072;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/05/2022;711,516532;786,336796;0,035413;0,034048;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/05/2022;711,978637;786,803547;0,035604;0,03406;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/05/2022;712,441036;787,284629;0,035718;0,03404;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/05/2022;687,499744;697,436025;0,036145;0,034167;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/05/2022;687,946246;697,980141;0,035331;0,034041;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/05/2022;688,393036;698,404648;0,035583;0,034039;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/05/2022;688,84012;698,877652;0,035773;0,033971;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;31/05/2022;689,287491;699,259588;0,036139;0,034024;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/06/2022;689,735158;699,676769;0,035567;0,034026;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/06/2022;690,183112;700,059852;0,035772;0,034068;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/06/2022;690,631355;700,498523;0,036157;0,034053;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/06/2022;691,079886;700,906163;0,035774;0,03407;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/06/2022;691,528719;701,324162;0,035782;0,03407;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/06/2022;691,977834;701,747986;0,036147;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/06/2022;692,427244;702,184985;0,035776;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;10/06/2022;692,876949;702,626458;0,035776;0,034053;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/06/2022;693,326944;703,021286;0,035774;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/06/2022;693,777228;703,445513;0,035586;0,034051;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;15/06/2022;694,227807;703,898411;0,035584;0,034034;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;17/06/2022;694,678676;704,349173;0,035582;0,034017;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/06/2022;695,14206;704,791363;0,03558;0,034014;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/06/2022;695,605744;705,205349;0,035771;0,034044;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/06/2022;696,069744;705,635934;0,035773;0,03406;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/06/2022;696,534051;706,069447;0,036146;0,034073;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/06/2022;696,998665;706,493974;0,035776;0,034076;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/06/2022;697,463595;706,93193;0,035776;0,034076;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/06/2022;697,928826;707,37255;0,035776;0,034061;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/06/2022;698,394372;707,796628;0,035775;0,034081;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/06/2022;698,860233;708,24268;0,035777;0,034085;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/07/2022;699,326403;708,700961;0,035777;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/07/2022;699,792881;709,137855;0,035405;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/07/2022;700,259669;709,590961;0,035405;0,034053;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/07/2022;700,726771;710,031281;0,035403;0,034053;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/07/2022;701,194184;710,491104;0,035403;0,034034;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/07/2022;701,661912;710,93728;0,036437;0,034023;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/07/2022;702,129949;711,305209;0,036228;0,0341;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/07/2022;702,598295;711,689089;0,036394;0,034183;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/07/2022;703,066959;712,048514;0,0364;0,034284;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/07/2022;703,535932;712,565756;0,035722;0,034188;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;15/07/2022;704,005221;713,079428;0,0356;0,034109;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/07/2022;704,474821;713,586211;0,035591;0,034022;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/07/2022;704,94473;714,012537;0,0357;0,034041;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/07/2022;705,414956;714,451652;0,035652;0,034056;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/07/2022;705,8855;714,881;0,035654;0,034071;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/07/2022;706,356354;715,319541;0,035655;0,03409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/07/2022;706,827525;715,769196;0,035657;0,03409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/07/2022;707,299008;716,213169;0,035407;0,03409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/07/2022;707,7708;716,663674;0,035407;0,03409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/07/2022;708,242911;717,118695;0,035598;0,03409;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/07/2022;708,715339;717,590296;0,035698;0,034067;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/08/2022;709,188086;718,056289;0,035605;0,034049;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/08/2022;709,661136;718,521549;0,035653;0,034023;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/08/2022;710,134513;718,968277;0,035896;0,034027;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/08/2022;710,6082;719,358689;0,036;0,034117;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/08/2022;711,094652;719,817323;0,035659;0,034118;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/08/2022;711,581434;720,288647;0,03566;0,034112;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/08/2022;712,068545;720,82192;0,035659;0,034017;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;10/08/2022;712,555995;721,285617;0,03565;0,034016;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/08/2022;713,043781;721,748342;0,03565;0,034014;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/08/2022;713,531898;722,217763;0,03568;0,034012;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;15/08/2022;714,020345;722,688982;0,035649;0,034003;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;16/08/2022;714,509131;723,160379;0,035678;0,033993;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;17/08/2022;714,998255;723,626315;0,035647;0,033983;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/08/2022;715,487709;724,084857;0,035647;0,033983;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/08/2022;715,977495;724,54371;0,035647;0,033982;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/08/2022;716,467626;725,007964;0,035646;0,033982;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/08/2022;716,958082;725,489159;0,035576;0,033965;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/08/2022;717,448876;725,952041;0,035645;0,033965;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/08/2022;624,99983;633,460549;0,035645;0,033982;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/08/2022;625,427676;633,870793;0,035646;0,033982;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/08/2022;625,855816;634,273156;0,035646;0,033982;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/08/2022;626,284245;634,665378;0,035646;0,034004;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;31/08/2022;626,712973;635,059225;0,035648;0,034027;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/09/2022;627,14199;635,465634;0,035581;0,034033;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/09/2022;627,571302;635,874048;0,035651;0,034033;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/09/2022;628,000909;636,297479;0,035651;0,034011;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/09/2022;628,43081;636,730903;0,035879;0,033962;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/09/2022;628,861006;637,140969;0,035644;0,033964;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/09/2022;629,291491;637,555211;0,035674;0,033963;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/09/2022;629,722278;637,91372;0,035645;0,034028;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/09/2022;630,153354;638,332939;0,035651;0,034005;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/09/2022;630,584732;638,725778;0,035649;0,034028;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;15/09/2022;631,016399;639,246298;0,035024;0,033867;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;16/09/2022;631,448362;639,916316;0,03513;0,033501;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/09/2022;631,880626;640,573509;0,034031;0,033156;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/09/2022;632,313181;641,25398;0,034197;0,032775;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/09/2022;632,746031;641,711691;0,035011;0,032714;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/09/2022;633,179184;642,115694;0,03398;0,032736;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/09/2022;633,612627;642,545248;0,033984;0,032703;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/09/2022;634,046366;642,965056;0,034152;0,032678;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/09/2022;634,480409;643,363901;0,034152;0,032703;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/09/2022;634,914741;643,74426;0,034152;0,032737;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/09/2022;635,349377;644,161616;0,034156;0,032727;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/09/2022;635,784303;644,591307;0,033982;0,032703;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/10/2022;636,219533;644,996045;0,034416;0,032714;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/10/2022;636,65506;645,392014;0,034417;0,032734;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/10/2022;637,090884;645,770592;0,034417;0,032779;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/10/2022;637,527006;646,115449;0,034184;0,032873;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/10/2022;637,963432;646,43568;0,034716;0,033003;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;10/10/2022;638,400148;646,798488;0,034457;0,033077;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/10/2022;638,837169;647,176334;0,034767;0,033122;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/10/2022;639,274488;647,581426;0,034771;0,033132;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/10/2022;639,712104;647,946253;0,034771;0,033198;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;17/10/2022;640,150025;648,360275;0,034777;0,0332;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/10/2022;640,588238;648,773313;0,034778;0,033201;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/10/2022;641,026756;649,184855;0,034778;0,033202;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/10/2022;641,465573;649,598331;0,034778;0,033202;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/10/2022;641,904693;650,00352;0,034824;0,033216;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/10/2022;642,344114;650,416317;0,034779;0,033216;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/10/2022;642,783832;650,86698;0,034297;0,033159;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/10/2022;643,22385;651,316696;0,0345;0,033103;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/10/2022;643,664173;651,76136;0,0345;0,03306;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/10/2022;644,104795;652,160517;0,034472;0,033084;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;31/10/2022;644,545717;652,579073;0,0345;0,033083;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/11/2022;644,986944;652,995017;0,0345;0,033082;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/11/2022;645,428471;653,2255;0,035231;0,033363;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;04/11/2022;645,870304;653,317225;0,035582;0,033866;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/11/2022;646,312437;653,370209;0,036184;0,034425;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/11/2022;646,754869;653,643952;0,036269;0,03465;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/11/2022;647,197609;654,025723;0,036249;0,03471;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;10/11/2022;647,640648;654,422209;0,036254;0,034716;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;11/11/2022;648,083994;654,803479;0,036255;0,034765;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/11/2022;648,527646;655,230041;0,036259;0,034767;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;16/11/2022;648,971594;655,672405;0,036259;0,034719;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;17/11/2022;649,415854;656,120365;0,036255;0,034671;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;18/11/2022;649,860415;656,553485;0,036394;0,034646;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/11/2022;650,305276;656,973948;0,036392;0,034654;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/11/2022;650,750446;657,428306;0,03615;0,034597;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/11/2022;651,195917;657,844996;0,036388;0,034595;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;24/11/2022;651,641695;658,319127;0,036286;0,034526;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;25/11/2022;562,499847;569,287073;0,036156;0,034302;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/11/2022;562,884909;569,627598;0,036;0,034351;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/11/2022;563,270235;569,98816;0,035967;0,034378;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/11/2022;563,65582;570,348717;0,036;0,034391;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;01/12/2022;564,041676;570,725261;0,036;0,034371;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/12/2022;564,427791;571,117519;0,035974;0,034336;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;05/12/2022;564,814172;571,479805;0,036;0,034335;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;06/12/2022;565,200818;571,846268;0,035975;0,034334;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;07/12/2022;565,587729;572,21784;0,035971;0,034334;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;08/12/2022;565,974905;572,584828;0,035975;0,034335;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;09/12/2022;566,362342;572,946248;0,035804;0,034347;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;12/12/2022;566,75005;573,299389;0,035991;0,034361;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;13/12/2022;567,138018;573,666423;0,036;0,034357;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;14/12/2022;567,526259;574,117883;0,035288;0,034214;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;15/12/2022;567,914759;574,460166;0,036018;0,034268;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;16/12/2022;568,303525;574,80841;0,036;0,034299;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;19/12/2022;568,692563;575,062187;0,036;0,034496;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;20/12/2022;569,081863;575,472164;0,035984;0,034436;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;21/12/2022;569,471427;574,148558;0,035971;0,03442;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;22/12/2022;569,861266;574,517854;0,035968;0,034358;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;23/12/2022;570,251364;574,885308;0,035536;0,034568;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;26/12/2022;570,64173;575,254935;0,036049;0,034549;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;27/12/2022;571,032368;575,624608;0,036093;0,034581;300000
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;28/12/2022;562,499847;;;;
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;29/12/2022;562,884909;;;;
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;30/12/2022;563,270235;;;;
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;02/01/2023;563,65582;;;;
POSI12 - POSITIVO TECNOLOGIA - 20250225 - DI + 4.55%;03/01/2023;564,041676;;;;
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;10/02/2022;1000;;;;
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;11/02/2022;1000;;;;
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;14/02/2022;1000,547837;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;15/02/2022;1001,095972;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;16/02/2022;1001,644406;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;17/02/2022;1002,19315;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;18/02/2022;1002,742182;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;21/02/2022;1003,291523;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;22/02/2022;1003,841163;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;23/02/2022;1004,391104;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;24/02/2022;1004,941343;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;25/02/2022;1005,491893;;;;350000
POSI13 - POSITIVO TECNOLOGIA - 20260207 - DI + 3.75%;02/03/2022;1006,042731;;;;350000
