Nome do Ativo;Data;Dividend Yield;Taxa Indicativa
NTN-B 760199 20350515;22/02/2023;;0,0625
NTN-B 760199 20350515;23/02/2023;;0,0629
NTN-B 760199 20350515;24/02/2023;;0,0634
NTN-B 760199 20350515;27/02/2023;;0,0631
NTN-B 760199 20350515;28/02/2023;;0,0638
NTN-B 760199 20350515;01/03/2023;;0,064
NTN-B 760199 20350515;02/03/2023;;0,0646
NTN-B 760199 20350515;03/03/2023;;0,0646
NTN-B 760199 20350515;06/03/2023;;0,0646
NTN-B 760199 20350515;07/03/2023;;0,0642
NTN-B 760199 20350515;08/03/2023;;0,0638
NTN-B 760199 20350515;09/03/2023;;0,063
NTN-B 760199 20350515;10/03/2023;;0,0633
NTN-B 760199 20350515;13/03/2023;;0,0629
NTN-B 760199 20350515;14/03/2023;;0,0633
NTN-B 760199 20350515;15/03/2023;;0,0632
NTN-B 760199 20350515;16/03/2023;;0,0628
NTN-B 760199 20350515;17/03/2023;;0,0624
NTN-B 760199 20350515;20/03/2023;;0,0623
NTN-B 760199 20350515;21/03/2023;;0,0624
NTN-B 760199 20350515;22/03/2023;;0,062
NTN-B 760199 20350515;23/03/2023;;0,062
NTN-B 760199 20350515;24/03/2023;;0,0615
NTN-B 760199 20350515;27/03/2023;;0,0611
NTN-B 760199 20350515;28/03/2023;;0,0614
NTN-B 760199 20350515;29/03/2023;;0,0615
NTN-B 760199 20350515;30/03/2023;;0,0611
NTN-B 760199 20350515;31/03/2023;;0,0613
NTN-B 760199 20350515;03/04/2023;;0,0611
NTN-B 760199 20350515;04/04/2023;;0,0609
NTN-B 760199 20350515;05/04/2023;;0,0608
NTN-B 760199 20350515;06/04/2023;;0,0612
NTN-B 760199 20350515;10/04/2023;;0,0615
NTN-B 760199 20350515;11/04/2023;;0,0608
NTN-B 760199 20350515;12/04/2023;;0,0607
NTN-B 760199 20350515;13/04/2023;;0,0599
NTN-B 760199 20350515;14/04/2023;;0,0598
NTN-B 760199 20350515;17/04/2023;;0,0597
NTN-B 760199 20350515;18/04/2023;;0,0601
NTN-B 760199 20350515;19/04/2023;;0,0608
NTN-B 760199 20350515;20/04/2023;;0,0603
NTN-B 760199 20350515;24/04/2023;;0,0601
NTN-B 760199 20350515;25/04/2023;;0,0597
NTN-B 760199 20350515;26/04/2023;;0,0593
NTN-B 760199 20350515;27/04/2023;;0,0592
NTN-B 760199 20350515;28/04/2023;;0,0596
NTN-B 760199 20350515;02/05/2023;;0,0599
NTN-B 760199 20350515;03/05/2023;;0,0594
NTN-B 760199 20350515;04/05/2023;;0,0587
NTN-B 760199 20350515;05/05/2023;;0,0583
NTN-B 760199 20350515;08/05/2023;;0,0585
NTN-B 760199 20350515;09/05/2023;;0,0587
NTN-B 760199 20350515;10/05/2023;;0,0583
NTN-B 760199 20350515;11/05/2023;;0,0576
NTN-B 760199 20350515;12/05/2023;;0,0569
NTN-B 760199 20350515;15/05/2023;;0,0563
NTN-B 760199 20350515;16/05/2023;;0,0567
NTN-B 760199 20350515;17/05/2023;;0,0566
NTN-B 760199 20350515;18/05/2023;;0,0566
NTN-B 760199 20350515;19/05/2023;;0,0566
NTN-B 760199 20350515;22/05/2023;;0,0568
NTN-B 760199 20350515;23/05/2023;;0,0566
NTN-B 760199 20350515;24/05/2023;;0,0563
NTN-B 760199 20350515;25/05/2023;;0,0558
NTN-B 760199 20350515;26/05/2023;;0,0555
NTN-B 760199 20350515;29/05/2023;;0,0555
NTN-B 760199 20350515;30/05/2023;;0,0554
NTN-B 760199 20350515;31/05/2023;;0,0555
NTN-B 760199 20350515;01/06/2023;;0,0554
NTN-B 760199 20350515;02/06/2023;;0,0547
NTN-B 760199 20350515;05/06/2023;;0,0542
NTN-B 760199 20350515;06/06/2023;;0,0539
NTN-B 760199 20350515;07/06/2023;;0,0546
NTN-B 760199 20350515;09/06/2023;;0,0544
NTN-B 760199 20350515;12/06/2023;;0,0548
NTN-B 760199 20350515;13/06/2023;;0,0554
NTN-B 760199 20350515;14/06/2023;;0,0548
NTN-B 760199 20350515;15/06/2023;;0,0546
NTN-B 760199 20350515;16/06/2023;;0,0543
NTN-B 760199 20350515;19/06/2023;;0,0544
NTN-B 760199 20350515;20/06/2023;;0,0544
NTN-B 760199 20350515;21/06/2023;;0,054
NTN-B 760199 20350515;22/06/2023;;0,0538
NTN-B 760199 20350515;23/06/2023;;0,0535
NTN-B 760199 20350515;26/06/2023;;0,0534
NTN-B 760199 20350515;27/06/2023;;0,0536
NTN-B 760199 20350515;28/06/2023;;0,0539
NTN-B 760199 20350515;29/06/2023;;0,0535
NTN-B 760199 20350515;30/06/2023;;0,0523
NTN-B 760199 20350515;03/07/2023;;0,052
NTN-B 760199 20350515;04/07/2023;;0,0525
NTN-B 760199 20350515;05/07/2023;;0,0528
NTN-B 760199 20350515;06/07/2023;;0,0532
NTN-B 760199 20350515;07/07/2023;;0,0527
NTN-B 760199 20350515;10/07/2023;;0,0533
NTN-B 760199 20350515;11/07/2023;;0,0529
NTN-B 760199 20350515;12/07/2023;;0,0528
NTN-B 760199 20350515;13/07/2023;;0,0531
NTN-B 760199 20350515;14/07/2023;;0,0535
NTN-B 760199 20350515;17/07/2023;;0,0532
NTN-B 760199 20350515;18/07/2023;;0,0529
NTN-B 760199 20350515;19/07/2023;;0,0531
NTN-B 760199 20350515;20/07/2023;;0,0533
NTN-B 760199 20350515;21/07/2023;;0,053
NTN-B 760199 20350515;24/07/2023;;0,053
NTN-B 760199 20350515;25/07/2023;;0,053
NTN-B 760199 20350515;26/07/2023;;0,0527
NTN-B 760199 20350515;27/07/2023;;0,0529
NTN-B 760199 20350515;28/07/2023;;0,0528
NTN-B 760199 20350515;31/07/2023;;0,0524
NTN-B 760199 20350515;01/08/2023;;0,0521
NTN-B 760199 20350515;02/08/2023;;0,0518
NTN-B 760199 20350515;03/08/2023;;0,0519
NTN-B 760199 20350515;04/08/2023;;0,0518
NTN-B 760199 20350515;07/08/2023;;0,052
NTN-B 760199 20350515;08/08/2023;;0,0514
NTN-B 760199 20350515;09/08/2023;;0,0515
NTN-B 760199 20350515;10/08/2023;;0,0514
NTN-B 760199 20350515;11/08/2023;;0,0514
NTN-B 760199 20350515;14/08/2023;;0,0517
NTN-B 760199 20350515;15/08/2023;;0,0517
NTN-B 760199 20350515;16/08/2023;;0,0518
NTN-B 760199 20350515;17/08/2023;;0,052
NTN-B 760199 20350515;18/08/2023;;0,0522
NTN-B 760199 20350515;21/08/2023;;0,0528
NTN-B 760199 20350515;22/08/2023;;0,0529
NTN-B 760199 20350515;23/08/2023;;0,0525
NTN-B 760199 20350515;24/08/2023;;0,0528
NTN-B 760199 20350515;25/08/2023;;0,053
NTN-B 760199 20350515;28/08/2023;;0,0528
NTN-B 760199 20350515;29/08/2023;;0,0526
NTN-B 760199 20350515;30/08/2023;;0,053
NTN-B 760199 20350515;31/08/2023;;0,054
NTN-B 760199 20350515;01/09/2023;;0,0541
NTN-B 760199 20350515;04/09/2023;;0,0543
NTN-B 760199 20350515;05/09/2023;;0,0547
NTN-B 760199 20350515;06/09/2023;;0,0546
NTN-B 760199 20350515;08/09/2023;;0,0546
NTN-B 760199 20350515;11/09/2023;;0,0546
NTN-B 760199 20350515;12/09/2023;;0,0544
NTN-B 760199 20350515;13/09/2023;;0,0545
NTN-B 760199 20350515;14/09/2023;;0,0545
NTN-B 760199 20350515;15/09/2023;;0,0548
NTN-B 760199 20350515;18/09/2023;;0,055
NTN-B 760199 20350515;19/09/2023;;0,0553
NTN-B 760199 20350515;20/09/2023;;0,0551
NTN-B 760199 20350515;21/09/2023;;0,0552
NTN-B 760199 20350515;22/09/2023;;0,0553
NTN-B 760199 20350515;25/09/2023;;0,0561
NTN-B 760199 20350515;26/09/2023;;0,0582
NTN-B 760199 20350515;27/09/2023;;0,0586
NTN-B 760199 20350515;28/09/2023;;0,0578
NTN-B 760199 20350515;29/09/2023;;0,0569
NTN-B 760199 20350515;02/10/2023;;0,0578
NTN-B 760199 20350515;03/10/2023;;0,0589
NTN-B 760199 20350515;04/10/2023;;0,0583
NTN-B 760199 20350515;05/10/2023;;0,0584
NTN-B 760199 20350515;06/10/2023;;0,0579
NTN-B 760199 20350515;09/10/2023;;0,0571
NTN-B 760199 20350515;10/10/2023;;0,0571
NTN-B 760199 20350515;11/10/2023;;0,057
NTN-B 760199 20350515;13/10/2023;;0,0576
NTN-B 760199 20350515;16/10/2023;;0,0572
NTN-B 760199 20350515;17/10/2023;;0,0579
NTN-B 760199 20350515;18/10/2023;;0,0578
NTN-B 760199 20350515;19/10/2023;;0,0591
NTN-B 760199 20350515;20/10/2023;;0,0589
NTN-B 760199 20350515;23/10/2023;;0,0591
NTN-B 760199 20350515;24/10/2023;;0,0588
NTN-B 760199 20350515;25/10/2023;;0,0591
NTN-B 760199 20350515;26/10/2023;;0,0576
NTN-B 760199 20350515;27/10/2023;;0,0581
NTN-B 760199 20350515;30/10/2023;;0,0587
NTN-B 760199 20350515;31/10/2023;;0,0588
NTN-B 760199 20350515;01/11/2023;;0,0583
NTN-B 760199 20350515;03/11/2023;;0,0575
NTN-B 760199 20350515;06/11/2023;;0,0581
NTN-B 760199 20350515;07/11/2023;;0,0575
NTN-B 760199 20350515;08/11/2023;;0,0571
NTN-B 760199 20350515;09/11/2023;;0,0574
NTN-B 760199 20350515;10/11/2023;;0,0573
NTN-B 760199 20350515;13/11/2023;;0,0579
NTN-B 760199 20350515;14/11/2023;;0,0569
IFIX;16/11/2018;0,0702;
IFIX;19/11/2018;0,0702;
IFIX;20/11/2018;;
IFIX;21/11/2018;0,0702;
IFIX;22/11/2018;0,07;
IFIX;23/11/2018;0,07;
IFIX;26/11/2018;0,0701;
IFIX;27/11/2018;0,07;
IFIX;28/11/2018;0,0697;
IFIX;29/11/2018;0,0697;
IFIX;30/11/2018;0,0747;
IFIX;03/12/2018;0,0751;
IFIX;04/12/2018;0,0749;
IFIX;05/12/2018;0,0702;
IFIX;06/12/2018;0,0703;
IFIX;07/12/2018;0,0708;
IFIX;10/12/2018;0,0706;
IFIX;11/12/2018;0,0709;
IFIX;12/12/2018;0,0703;
IFIX;13/12/2018;0,0701;
IFIX;14/12/2018;0,0702;
IFIX;17/12/2018;0,0702;
IFIX;18/12/2018;0,0701;
IFIX;19/12/2018;0,0701;
IFIX;20/12/2018;0,0695;
IFIX;21/12/2018;0,0696;
IFIX;24/12/2018;;
IFIX;26/12/2018;0,0691;
IFIX;27/12/2018;0,0688;
IFIX;28/12/2018;0,0686;
IFIX;31/12/2018;;
IFIX;02/01/2019;0,0731;
IFIX;03/01/2019;0,0685;
IFIX;04/01/2019;0,0683;
IFIX;07/01/2019;0,0688;
IFIX;08/01/2019;0,0693;
IFIX;09/01/2019;0,0694;
IFIX;10/01/2019;0,0692;
IFIX;11/01/2019;0,0687;
IFIX;14/01/2019;0,0688;
IFIX;15/01/2019;0,0686;
IFIX;16/01/2019;0,0686;
IFIX;17/01/2019;0,0686;
IFIX;18/01/2019;0,0686;
IFIX;21/01/2019;0,0687;
IFIX;22/01/2019;0,0688;
IFIX;23/01/2019;0,0689;
IFIX;24/01/2019;0,0689;
IFIX;25/01/2019;;
IFIX;28/01/2019;0,0687;
IFIX;29/01/2019;0,0686;
IFIX;30/01/2019;0,0683;
IFIX;31/01/2019;0,0732;
IFIX;01/02/2019;0,0734;
IFIX;04/02/2019;0,0735;
IFIX;05/02/2019;0,069;
IFIX;06/02/2019;0,0688;
IFIX;07/02/2019;0,0695;
IFIX;08/02/2019;0,0692;
IFIX;11/02/2019;0,0693;
IFIX;12/02/2019;0,0686;
IFIX;13/02/2019;0,0686;
IFIX;14/02/2019;0,0687;
IFIX;15/02/2019;0,0686;
IFIX;18/02/2019;0,0686;
IFIX;19/02/2019;0,0684;
IFIX;20/02/2019;0,0686;
IFIX;21/02/2019;0,0685;
IFIX;22/02/2019;0,0688;
IFIX;25/02/2019;;
IFIX;26/02/2019;0,0684;
IFIX;27/02/2019;0,0681;
IFIX;28/02/2019;0,0725;
IFIX;01/03/2019;0,0683;
IFIX;06/03/2019;0,0679;
IFIX;07/03/2019;0,068;
IFIX;08/03/2019;0,068;
IFIX;11/03/2019;0,0684;
IFIX;12/03/2019;0,0678;
IFIX;13/03/2019;0,074;
IFIX;14/03/2019;0,0732;
IFIX;15/03/2019;0,0732;
IFIX;18/03/2019;0,0735;
IFIX;19/03/2019;0,0734;
IFIX;20/03/2019;0,0734;
IFIX;21/03/2019;0,0735;
IFIX;22/03/2019;0,0734;
IFIX;25/03/2019;0,0733;
IFIX;26/03/2019;0,0735;
IFIX;27/03/2019;0,0734;
IFIX;28/03/2019;0,0732;
IFIX;29/03/2019;0,0779;
IFIX;01/04/2019;0,078;
IFIX;02/04/2019;0,0778;
IFIX;03/04/2019;0,0732;
IFIX;04/04/2019;0,0732;
IFIX;05/04/2019;0,074;
IFIX;08/04/2019;0,0741;
IFIX;09/04/2019;0,074;
IFIX;10/04/2019;0,0735;
IFIX;11/04/2019;0,0737;
IFIX;12/04/2019;0,0733;
IFIX;15/04/2019;0,0735;
IFIX;16/04/2019;0,0735;
IFIX;17/04/2019;0,0735;
IFIX;18/04/2019;0,0734;
IFIX;22/04/2019;0,0733;
IFIX;23/04/2019;0,0731;
IFIX;24/04/2019;0,0733;
IFIX;25/04/2019;0,0731;
IFIX;26/04/2019;0,0731;
IFIX;29/04/2019;0,0728;
IFIX;30/04/2019;0,0777;
IFIX;02/05/2019;0,0777;
IFIX;03/05/2019;0,0779;
IFIX;06/05/2019;0,0737;
IFIX;07/05/2019;0,0737;
IFIX;08/05/2019;0,0743;
IFIX;09/05/2019;0,0745;
IFIX;10/05/2019;0,0748;
IFIX;13/05/2019;0,0743;
IFIX;14/05/2019;0,0742;
IFIX;15/05/2019;0,0739;
IFIX;16/05/2019;0,0739;
IFIX;17/05/2019;0,0744;
IFIX;20/05/2019;0,0741;
IFIX;21/05/2019;0,074;
IFIX;22/05/2019;0,0741;
IFIX;23/05/2019;0,0738;
IFIX;24/05/2019;0,0737;
IFIX;27/05/2019;0,0736;
IFIX;28/05/2019;0,0734;
IFIX;29/05/2019;0,0729;
IFIX;30/05/2019;0,0727;
IFIX;31/05/2019;0,0773;
IFIX;03/06/2019;0,0774;
IFIX;04/06/2019;0,0731;
IFIX;05/06/2019;0,0729;
IFIX;06/06/2019;0,0727;
IFIX;07/06/2019;0,0733;
IFIX;10/06/2019;0,0733;
IFIX;11/06/2019;0,073;
IFIX;12/06/2019;0,073;
IFIX;13/06/2019;0,0728;
IFIX;14/06/2019;0,0727;
IFIX;17/06/2019;0,0727;
IFIX;18/06/2019;0,0724;
IFIX;19/06/2019;0,0721;
IFIX;21/06/2019;0,0718;
IFIX;24/06/2019;0,0718;
IFIX;25/06/2019;0,0717;
IFIX;26/06/2019;0,0716;
IFIX;27/06/2019;0,0712;
IFIX;28/06/2019;0,0758;
IFIX;01/07/2019;0,0759;
IFIX;02/07/2019;0,0756;
IFIX;03/07/2019;0,0757;
IFIX;04/07/2019;0,0711;
IFIX;05/07/2019;0,0717;
IFIX;08/07/2019;0,0719;
IFIX;09/07/2019;;
IFIX;10/07/2019;0,0727;
IFIX;11/07/2019;0,0721;
IFIX;12/07/2019;0,0723;
IFIX;15/07/2019;0,072;
IFIX;16/07/2019;0,0716;
IFIX;17/07/2019;0,0716;
IFIX;18/07/2019;0,0719;
IFIX;19/07/2019;0,072;
IFIX;22/07/2019;0,0719;
IFIX;23/07/2019;0,0717;
IFIX;24/07/2019;0,0718;
IFIX;25/07/2019;0,0716;
IFIX;26/07/2019;0,0712;
IFIX;29/07/2019;0,0712;
IFIX;30/07/2019;0,0709;
IFIX;31/07/2019;0,0754;
IFIX;01/08/2019;0,0753;
IFIX;02/08/2019;0,0758;
IFIX;05/08/2019;0,0716;
IFIX;06/08/2019;0,0713;
IFIX;07/08/2019;0,072;
IFIX;08/08/2019;0,0723;
IFIX;09/08/2019;0,0731;
IFIX;12/08/2019;0,0722;
IFIX;13/08/2019;0,0723;
IFIX;14/08/2019;0,0723;
IFIX;15/08/2019;0,0721;
IFIX;16/08/2019;0,0721;
IFIX;19/08/2019;0,0721;
IFIX;20/08/2019;0,0722;
IFIX;21/08/2019;0,0722;
IFIX;22/08/2019;0,072;
IFIX;23/08/2019;0,0722;
IFIX;26/08/2019;0,072;
IFIX;27/08/2019;0,0719;
IFIX;28/08/2019;0,0716;
IFIX;29/08/2019;0,0711;
IFIX;30/08/2019;0,0758;
IFIX;02/09/2019;0,0759;
IFIX;03/09/2019;0,0758;
IFIX;04/09/2019;0,0759;
IFIX;05/09/2019;0,0719;
IFIX;06/09/2019;0,0723;
IFIX;09/09/2019;0,0723;
IFIX;10/09/2019;0,0722;
IFIX;11/09/2019;0,0722;
IFIX;12/09/2019;0,0717;
IFIX;13/09/2019;0,0718;
IFIX;16/09/2019;0,0716;
IFIX;17/09/2019;0,0717;
IFIX;18/09/2019;0,0717;
IFIX;19/09/2019;0,0717;
IFIX;20/09/2019;0,0714;
IFIX;23/09/2019;0,0714;
IFIX;24/09/2019;0,0713;
IFIX;25/09/2019;0,0713;
IFIX;26/09/2019;0,071;
IFIX;27/09/2019;0,0709;
IFIX;30/09/2019;0,0756;
IFIX;01/10/2019;0,0757;
IFIX;02/10/2019;;
IFIX;03/10/2019;0,0725;
IFIX;04/10/2019;0,0725;
IFIX;07/10/2019;0,0733;
IFIX;08/10/2019;0,0731;
IFIX;09/10/2019;0,0728;
IFIX;10/10/2019;0,0725;
IFIX;11/10/2019;;
IFIX;14/10/2019;0,072;
IFIX;15/10/2019;0,0717;
IFIX;16/10/2019;0,0717;
IFIX;17/10/2019;0,0715;
IFIX;18/10/2019;0,0713;
IFIX;21/10/2019;0,071;
IFIX;22/10/2019;0,0709;
IFIX;23/10/2019;0,0709;
IFIX;24/10/2019;;
IFIX;25/10/2019;0,0705;
IFIX;28/10/2019;0,0704;
IFIX;29/10/2019;0,0703;
IFIX;30/10/2019;0,0694;
IFIX;31/10/2019;0,0736;
IFIX;01/11/2019;0,0694;
IFIX;04/11/2019;0,0694;
IFIX;05/11/2019;0,0691;
IFIX;06/11/2019;0,0687;
IFIX;07/11/2019;0,0691;
IFIX;08/11/2019;0,0688;
IFIX;11/11/2019;0,069;
IFIX;12/11/2019;0,0689;
IFIX;13/11/2019;0,0687;
IFIX;14/11/2019;0,0686;
IFIX;18/11/2019;0,0682;
IFIX;19/11/2019;0,0681;
IFIX;20/11/2019;;
IFIX;21/11/2019;0,0677;
IFIX;22/11/2019;0,0676;
IFIX;25/11/2019;0,0674;
IFIX;26/11/2019;0,0675;
IFIX;27/11/2019;0,0674;
IFIX;28/11/2019;0,0672;
IFIX;29/11/2019;0,0713;
IFIX;02/12/2019;0,0674;
IFIX;03/12/2019;0,067;
IFIX;04/12/2019;0,0668;
IFIX;05/12/2019;0,0667;
IFIX;06/12/2019;0,067;
IFIX;09/12/2019;0,0662;
IFIX;10/12/2019;0,0663;
IFIX;11/12/2019;0,0659;
IFIX;12/12/2019;0,0657;
IFIX;13/12/2019;0,0655;
IFIX;16/12/2019;0,0653;
IFIX;17/12/2019;0,065;
IFIX;18/12/2019;0,0646;
IFIX;19/12/2019;0,0641;
IFIX;20/12/2019;0,0634;
IFIX;23/12/2019;0,0632;
IFIX;24/12/2019;;
IFIX;26/12/2019;0,0616;
IFIX;27/12/2019;0,061;
IFIX;30/12/2019;0,0574;
IFIX;31/12/2019;;
IFIX;02/01/2020;0,0608;
IFIX;03/01/2020;0,0609;
IFIX;06/01/2020;0,0611;
IFIX;07/01/2020;0,0621;
IFIX;08/01/2020;0,0628;
IFIX;09/01/2020;0,0627;
IFIX;10/01/2020;0,0626;
IFIX;13/01/2020;0,0626;
IFIX;14/01/2020;0,0627;
IFIX;15/01/2020;0,0629;
IFIX;16/01/2020;0,0631;
IFIX;17/01/2020;0,0633;
IFIX;20/01/2020;0,0637;
IFIX;21/01/2020;0,0639;
IFIX;22/01/2020;0,0638;
IFIX;23/01/2020;0,0638;
IFIX;24/01/2020;0,0643;
IFIX;27/01/2020;0,064;
IFIX;28/01/2020;0,0642;
IFIX;29/01/2020;0,0645;
IFIX;30/01/2020;0,0645;
IFIX;31/01/2020;0,0656;
IFIX;03/02/2020;0,0656;
IFIX;04/02/2020;0,0657;
IFIX;05/02/2020;0,0661;
IFIX;06/02/2020;0,0665;
IFIX;07/02/2020;0,0671;
IFIX;10/02/2020;0,0668;
IFIX;11/02/2020;0,0666;
IFIX;12/02/2020;0,0664;
IFIX;13/02/2020;0,0662;
IFIX;14/02/2020;0,0663;
IFIX;17/02/2020;0,0669;
IFIX;18/02/2020;0,067;
IFIX;19/02/2020;0,067;
IFIX;20/02/2020;0,067;
IFIX;21/02/2020;0,068;
IFIX;26/02/2020;0,0679;
IFIX;27/02/2020;0,0681;
IFIX;28/02/2020;0,0717;
IFIX;02/03/2020;0,0715;
IFIX;03/03/2020;0,0676;
IFIX;04/03/2020;0,0678;
IFIX;05/03/2020;0,0686;
IFIX;06/03/2020;0,0717;
IFIX;09/03/2020;0,0706;
IFIX;10/03/2020;0,0719;
IFIX;11/03/2020;0,0771;
IFIX;12/03/2020;0,0718;
IFIX;13/03/2020;0,0752;
IFIX;16/03/2020;0,0767;
IFIX;17/03/2020;0,0888;
IFIX;18/03/2020;0,0879;
IFIX;19/03/2020;0,0849;
IFIX;20/03/2020;0,0891;
IFIX;23/03/2020;0,0866;
IFIX;24/03/2020;0,0819;
IFIX;25/03/2020;0,0791;
IFIX;26/03/2020;0,0783;
IFIX;27/03/2020;0,0775;
IFIX;30/03/2020;0,0724;
IFIX;31/03/2020;0,0776;
IFIX;01/04/2020;0,0791;
IFIX;02/04/2020;0,0807;
IFIX;03/04/2020;0,0794;
IFIX;06/04/2020;0,0773;
IFIX;07/04/2020;0,0773;
IFIX;08/04/2020;0,0764;
IFIX;09/04/2020;0,0763;
IFIX;13/04/2020;0,0757;
IFIX;14/04/2020;0,0758;
IFIX;15/04/2020;0,0757;
IFIX;16/04/2020;0,0756;
IFIX;17/04/2020;0,0754;
IFIX;20/04/2020;0,0749;
IFIX;22/04/2020;0,0744;
IFIX;23/04/2020;0,0763;
IFIX;24/04/2020;0,0756;
IFIX;27/04/2020;0,0749;
IFIX;28/04/2020;0,0743;
IFIX;29/04/2020;0,074;
IFIX;30/04/2020;0,0735;
IFIX;04/05/2020;0,0732;
IFIX;05/05/2020;0,0731;
IFIX;06/05/2020;0,0732;
IFIX;07/05/2020;0,0732;
IFIX;08/05/2020;0,0731;
IFIX;11/05/2020;0,0732;
IFIX;12/05/2020;0,0734;
IFIX;13/05/2020;0,074;
IFIX;14/05/2020;;
IFIX;15/05/2020;0,0738;
IFIX;18/05/2020;0,0738;
IFIX;19/05/2020;0,0738;
IFIX;20/05/2020;0,0732;
IFIX;21/05/2020;0,0731;
IFIX;22/05/2020;0,0726;
IFIX;25/05/2020;0,0722;
IFIX;26/05/2020;0,0719;
IFIX;27/05/2020;0,0715;
IFIX;28/05/2020;0,0712;
IFIX;29/05/2020;0,0708;
IFIX;01/06/2020;0,0737;
IFIX;02/06/2020;0,0732;
IFIX;03/06/2020;0,0681;
IFIX;04/06/2020;0,0676;
IFIX;05/06/2020;0,067;
IFIX;08/06/2020;0,0672;
IFIX;09/06/2020;0,0671;
IFIX;10/06/2020;0,0665;
IFIX;12/06/2020;0,0671;
IFIX;15/06/2020;0,0668;
IFIX;16/06/2020;0,0668;
IFIX;17/06/2020;0,0667;
IFIX;18/06/2020;0,0665;
IFIX;19/06/2020;0,0662;
IFIX;22/06/2020;0,0665;
IFIX;23/06/2020;0,0665;
IFIX;24/06/2020;0,0669;
IFIX;25/06/2020;0,0667;
IFIX;26/06/2020;0,0668;
IFIX;29/06/2020;0,0668;
IFIX;30/06/2020;0,0663;
IFIX;01/07/2020;0,0657;
IFIX;02/07/2020;0,0656;
IFIX;03/07/2020;0,0656;
IFIX;06/07/2020;0,0657;
IFIX;07/07/2020;0,0659;
IFIX;08/07/2020;0,0672;
IFIX;09/07/2020;0,0598;
IFIX;10/07/2020;;
IFIX;13/07/2020;;
IFIX;14/07/2020;;
IFIX;15/07/2020;;
IFIX;16/07/2020;;
IFIX;17/07/2020;;
IFIX;20/07/2020;;
IFIX;21/07/2020;0,0607;
IFIX;22/07/2020;;
IFIX;23/07/2020;;
IFIX;24/07/2020;;
IFIX;27/07/2020;;
IFIX;28/07/2020;;
IFIX;29/07/2020;;
IFIX;30/07/2020;;
IFIX;31/07/2020;0,0607;
IFIX;03/08/2020;0,0608;
IFIX;04/08/2020;0,0607;
IFIX;05/08/2020;0,0616;
IFIX;06/08/2020;0,0621;
IFIX;07/08/2020;0,0612;
IFIX;10/08/2020;0,0616;
IFIX;11/08/2020;0,0613;
IFIX;12/08/2020;0,0615;
IFIX;13/08/2020;0,0614;
IFIX;14/08/2020;0,0621;
IFIX;17/08/2020;0,0621;
IFIX;18/08/2020;0,0619;
IFIX;19/08/2020;0,0618;
IFIX;20/08/2020;0,0618;
IFIX;21/08/2020;0,0614;
IFIX;24/08/2020;0,0612;
IFIX;25/08/2020;0,0616;
IFIX;26/08/2020;0,0616;
IFIX;27/08/2020;0,0616;
IFIX;28/08/2020;0,0616;
IFIX;31/08/2020;0,0616;
IFIX;01/09/2020;0,0611;
IFIX;02/09/2020;0,061;
IFIX;03/09/2020;0,061;
IFIX;04/09/2020;0,0608;
IFIX;08/09/2020;0,0606;
IFIX;09/09/2020;0,0607;
IFIX;10/09/2020;0,0606;
IFIX;11/09/2020;0,0606;
IFIX;14/09/2020;0,0599;
IFIX;15/09/2020;0,0603;
IFIX;16/09/2020;0,0603;
IFIX;17/09/2020;0,0604;
IFIX;18/09/2020;0,0605;
IFIX;21/09/2020;0,0607;
IFIX;22/09/2020;0,0607;
IFIX;23/09/2020;0,0606;
IFIX;24/09/2020;0,0606;
IFIX;25/09/2020;0,061;
IFIX;28/09/2020;0,0611;
IFIX;29/09/2020;0,0611;
IFIX;30/09/2020;0,0609;
IFIX;01/10/2020;0,0606;
IFIX;02/10/2020;0,0605;
IFIX;05/10/2020;0,0605;
IFIX;06/10/2020;0,0605;
IFIX;07/10/2020;0,0604;
IFIX;08/10/2020;0,0602;
IFIX;09/10/2020;0,0603;
IFIX;13/10/2020;0,0605;
IFIX;14/10/2020;0,0607;
IFIX;15/10/2020;0,0606;
IFIX;16/10/2020;0,0606;
IFIX;19/10/2020;0,0607;
IFIX;20/10/2020;0,0607;
IFIX;21/10/2020;0,0606;
IFIX;22/10/2020;0,0603;
IFIX;23/10/2020;0,0602;
IFIX;26/10/2020;0,0602;
IFIX;27/10/2020;0,0603;
IFIX;28/10/2020;0,061;
IFIX;29/10/2020;0,0609;
IFIX;30/10/2020;0,0611;
IFIX;03/11/2020;0,0649;
IFIX;04/11/2020;0,0646;
IFIX;05/11/2020;0,0603;
IFIX;06/11/2020;0,06;
IFIX;09/11/2020;0,0599;
IFIX;10/11/2020;0,0605;
IFIX;11/11/2020;0,0607;
IFIX;12/11/2020;0,0604;
IFIX;13/11/2020;0,0607;
IFIX;16/11/2020;0,0606;
IFIX;17/11/2020;0,0609;
IFIX;18/11/2020;0,061;
IFIX;19/11/2020;0,0611;
IFIX;20/11/2020;0,0611;
IFIX;23/11/2020;0,0611;
IFIX;24/11/2020;0,0611;
IFIX;25/11/2020;0,061;
IFIX;26/11/2020;0,061;
IFIX;27/11/2020;0,0609;
IFIX;30/11/2020;0,0614;
IFIX;01/12/2020;0,0657;
IFIX;02/12/2020;0,0659;
IFIX;03/12/2020;0,0619;
IFIX;04/12/2020;0,0619;
IFIX;07/12/2020;0,0635;
IFIX;08/12/2020;0,0645;
IFIX;09/12/2020;0,0652;
IFIX;10/12/2020;0,066;
