Nome do Ativo;Data;Dividend Yield;Taxa Indicativa
NTN-B 760199 20350515;30/12/2020;;0,0321
NTN-B 760199 20350515;31/12/2020;;0,0321
NTN-B 760199 20350515;04/01/2021;;0,0321
NTN-B 760199 20350515;05/01/2021;;0,0326
NTN-B 760199 20350515;06/01/2021;;0,0329
NTN-B 760199 20350515;07/01/2021;;0,0339
NTN-B 760199 20350515;08/01/2021;;0,0339
NTN-B 760199 20350515;11/01/2021;;0,0348
NTN-B 760199 20350515;12/01/2021;;0,0341
NTN-B 760199 20350515;13/01/2021;;0,0344
NTN-B 760199 20350515;14/01/2021;;0,034
NTN-B 760199 20350515;15/01/2021;;0,0345
NTN-B 760199 20350515;18/01/2021;;0,0346
NTN-B 760199 20350515;19/01/2021;;0,0352
NTN-B 760199 20350515;20/01/2021;;0,0354
NTN-B 760199 20350515;21/01/2021;;0,0357
NTN-B 760199 20350515;22/01/2021;;0,0363
NTN-B 760199 20350515;25/01/2021;;0,0363
NTN-B 760199 20350515;26/01/2021;;0,0358
NTN-B 760199 20350515;27/01/2021;;0,0354
NTN-B 760199 20350515;28/01/2021;;0,0349
NTN-B 760199 20350515;29/01/2021;;0,0341
NTN-B 760199 20350515;01/02/2021;;0,0346
NTN-B 760199 20350515;02/02/2021;;0,0338
NTN-B 760199 20350515;03/02/2021;;0,0334
NTN-B 760199 20350515;04/02/2021;;0,0341
NTN-B 760199 20350515;05/02/2021;;0,0341
NTN-B 760199 20350515;08/02/2021;;0,0342
NTN-B 760199 20350515;09/02/2021;;0,0346
NTN-B 760199 20350515;10/02/2021;;0,0344
NTN-B 760199 20350515;11/02/2021;;0,0345
NTN-B 760199 20350515;12/02/2021;;0,0346
NTN-B 760199 20350515;17/02/2021;;0,035
NTN-B 760199 20350515;18/02/2021;;0,035
NTN-B 760199 20350515;19/02/2021;;0,0353
NTN-B 760199 20350515;22/02/2021;;0,0362
NTN-B 760199 20350515;23/02/2021;;0,0365
NTN-B 760199 20350515;24/02/2021;;0,0371
NTN-B 760199 20350515;25/02/2021;;0,0373
NTN-B 760199 20350515;26/02/2021;;0,0376
NTN-B 760199 20350515;01/03/2021;;0,0382
NTN-B 760199 20350515;02/03/2021;;0,0388
NTN-B 760199 20350515;03/03/2021;;0,0385
NTN-B 760199 20350515;04/03/2021;;0,0371
NTN-B 760199 20350515;05/03/2021;;0,0356
NTN-B 760199 20350515;08/03/2021;;0,0363
NTN-B 760199 20350515;09/03/2021;;0,0368
NTN-B 760199 20350515;10/03/2021;;0,0367
NTN-B 760199 20350515;11/03/2021;;0,0366
NTN-B 760199 20350515;12/03/2021;;0,0371
NTN-B 760199 20350515;15/03/2021;;0,0369
NTN-B 760199 20350515;16/03/2021;;0,0368
NTN-B 760199 20350515;17/03/2021;;0,0367
NTN-B 760199 20350515;18/03/2021;;0,0373
NTN-B 760199 20350515;19/03/2021;;0,0387
NTN-B 760199 20350515;22/03/2021;;0,0394
NTN-B 760199 20350515;23/03/2021;;0,0401
NTN-B 760199 20350515;24/03/2021;;0,0406
NTN-B 760199 20350515;25/03/2021;;0,0404
NTN-B 760199 20350515;26/03/2021;;0,0398
NTN-B 760199 20350515;29/03/2021;;0,04
NTN-B 760199 20350515;30/03/2021;;0,04
NTN-B 760199 20350515;31/03/2021;;0,0399
NTN-B 760199 20350515;01/04/2021;;0,04
NTN-B 760199 20350515;05/04/2021;;0,0403
NTN-B 760199 20350515;06/04/2021;;0,0406
NTN-B 760199 20350515;07/04/2021;;0,0407
NTN-B 760199 20350515;08/04/2021;;0,0397
NTN-B 760199 20350515;09/04/2021;;0,0404
NTN-B 760199 20350515;12/04/2021;;0,0406
NTN-B 760199 20350515;13/04/2021;;0,0417
NTN-B 760199 20350515;14/04/2021;;0,0416
NTN-B 760199 20350515;15/04/2021;;0,0412
NTN-B 760199 20350515;16/04/2021;;0,0408
NTN-B 760199 20350515;19/04/2021;;0,0408
NTN-B 760199 20350515;20/04/2021;;0,0415
NTN-B 760199 20350515;22/04/2021;;0,0406
NTN-B 760199 20350515;23/04/2021;;0,0399
NTN-B 760199 20350515;26/04/2021;;0,0393
NTN-B 760199 20350515;27/04/2021;;0,0392
NTN-B 760199 20350515;28/04/2021;;0,0391
NTN-B 760199 20350515;29/04/2021;;0,0391
NTN-B 760199 20350515;30/04/2021;;0,0403
NTN-B 760199 20350515;03/05/2021;;0,0401
NTN-B 760199 20350515;04/05/2021;;0,0415
NTN-B 760199 20350515;05/05/2021;;0,0414
NTN-B 760199 20350515;06/05/2021;;0,0412
NTN-B 760199 20350515;07/05/2021;;0,0409
NTN-B 760199 20350515;10/05/2021;;0,0411
NTN-B 760199 20350515;11/05/2021;;0,0406
NTN-B 760199 20350515;12/05/2021;;0,0412
NTN-B 760199 20350515;13/05/2021;;0,0411
NTN-B 760199 20350515;14/05/2021;;0,0414
NTN-B 760199 20350515;17/05/2021;;0,0407
NTN-B 760199 20350515;18/05/2021;;0,0417
NTN-B 760199 20350515;19/05/2021;;0,0417
NTN-B 760199 20350515;20/05/2021;;0,0412
NTN-B 760199 20350515;21/05/2021;;0,041
NTN-B 760199 20350515;24/05/2021;;0,0417
NTN-B 760199 20350515;25/05/2021;;0,0418
NTN-B 760199 20350515;26/05/2021;;0,0415
NTN-B 760199 20350515;27/05/2021;;0,0409
NTN-B 760199 20350515;28/05/2021;;0,0406
NTN-B 760199 20350515;31/05/2021;;0,041
NTN-B 760199 20350515;01/06/2021;;0,0405
NTN-B 760199 20350515;02/06/2021;;0,0399
NTN-B 760199 20350515;04/06/2021;;0,0395
NTN-B 760199 20350515;07/06/2021;;0,0399
NTN-B 760199 20350515;08/06/2021;;0,0397
NTN-B 760199 20350515;09/06/2021;;0,0399
NTN-B 760199 20350515;10/06/2021;;0,0403
NTN-B 760199 20350515;11/06/2021;;0,0407
NTN-B 760199 20350515;14/06/2021;;0,0405
NTN-B 760199 20350515;15/06/2021;;0,0406
NTN-B 760199 20350515;16/06/2021;;0,0404
NTN-B 760199 20350515;17/06/2021;;0,0413
NTN-B 760199 20350515;18/06/2021;;0,0422
NTN-B 760199 20350515;21/06/2021;;0,0418
NTN-B 760199 20350515;22/06/2021;;0,0423
NTN-B 760199 20350515;23/06/2021;;0,0419
NTN-B 760199 20350515;24/06/2021;;0,0411
NTN-B 760199 20350515;25/06/2021;;0,0411
NTN-B 760199 20350515;28/06/2021;;0,0405
NTN-B 760199 20350515;29/06/2021;;0,0407
NTN-B 760199 20350515;30/06/2021;;0,0409
NTN-B 760199 20350515;01/07/2021;;0,041
NTN-B 760199 20350515;02/07/2021;;0,0406
NTN-B 760199 20350515;05/07/2021;;0,0407
NTN-B 760199 20350515;06/07/2021;;0,0411
NTN-B 760199 20350515;07/07/2021;;0,0408
NTN-B 760199 20350515;08/07/2021;;0,0413
NTN-B 760199 20350515;09/07/2021;;0,0413
NTN-B 760199 20350515;12/07/2021;;0,0418
NTN-B 760199 20350515;13/07/2021;;0,0419
NTN-B 760199 20350515;14/07/2021;;0,0412
NTN-B 760199 20350515;15/07/2021;;0,0409
NTN-B 760199 20350515;16/07/2021;;0,0407
NTN-B 760199 20350515;19/07/2021;;0,0409
NTN-B 760199 20350515;20/07/2021;;0,0403
NTN-B 760199 20350515;21/07/2021;;0,0403
NTN-B 760199 20350515;22/07/2021;;0,0403
NTN-B 760199 20350515;23/07/2021;;0,0408
NTN-B 760199 20350515;26/07/2021;;0,0413
NTN-B 760199 20350515;27/07/2021;;0,0421
NTN-B 760199 20350515;28/07/2021;;0,0422
NTN-B 760199 20350515;29/07/2021;;0,0421
NTN-B 760199 20350515;30/07/2021;;0,0432
NTN-B 760199 20350515;02/08/2021;;0,0432
NTN-B 760199 20350515;03/08/2021;;0,0427
NTN-B 760199 20350515;04/08/2021;;0,043
NTN-B 760199 20350515;05/08/2021;;0,0441
NTN-B 760199 20350515;06/08/2021;;0,044
NTN-B 760199 20350515;09/08/2021;;0,0447
NTN-B 760199 20350515;10/08/2021;;0,0445
NTN-B 760199 20350515;11/08/2021;;0,0449
NTN-B 760199 20350515;12/08/2021;;0,0457
NTN-B 760199 20350515;13/08/2021;;0,0468
NTN-B 760199 20350515;16/08/2021;;0,0476
NTN-B 760199 20350515;17/08/2021;;0,0474
NTN-B 760199 20350515;18/08/2021;;0,0492
NTN-B 760199 20350515;19/08/2021;;0,0486
NTN-B 760199 20350515;20/08/2021;;0,0476
NTN-B 760199 20350515;23/08/2021;;0,0481
NTN-B 760199 20350515;24/08/2021;;0,0471
NTN-B 760199 20350515;25/08/2021;;0,0458
NTN-B 760199 20350515;26/08/2021;;0,046
NTN-B 760199 20350515;27/08/2021;;0,0454
NTN-B 760199 20350515;30/08/2021;;0,0456
NTN-B 760199 20350515;31/08/2021;;0,0463
NTN-B 760199 20350515;01/09/2021;;0,0459
NTN-B 760199 20350515;02/09/2021;;0,0468
NTN-B 760199 20350515;03/09/2021;;0,0471
NTN-B 760199 20350515;06/09/2021;;0,0472
NTN-B 760199 20350515;08/09/2021;;0,0484
NTN-B 760199 20350515;09/09/2021;;0,0473
NTN-B 760199 20350515;10/09/2021;;0,0472
NTN-B 760199 20350515;13/09/2021;;0,0472
NTN-B 760199 20350515;14/09/2021;;0,0471
NTN-B 760199 20350515;15/09/2021;;0,0469
NTN-B 760199 20350515;16/09/2021;;0,0473
NTN-B 760199 20350515;17/09/2021;;0,0476
NTN-B 760199 20350515;20/09/2021;;0,0475
NTN-B 760199 20350515;21/09/2021;;0,0471
NTN-B 760199 20350515;22/09/2021;;0,0473
NTN-B 760199 20350515;23/09/2021;;0,048
NTN-B 760199 20350515;24/09/2021;;0,0483
NTN-B 760199 20350515;27/09/2021;;0,0486
NTN-B 760199 20350515;28/09/2021;;0,0487
NTN-B 760199 20350515;29/09/2021;;0,0487
NTN-B 760199 20350515;30/09/2021;;0,0494
NTN-B 760199 20350515;01/10/2021;;0,0488
NTN-B 760199 20350515;04/10/2021;;0,0491
NTN-B 760199 20350515;05/10/2021;;0,0496
NTN-B 760199 20350515;06/10/2021;;0,0493
NTN-B 760199 20350515;07/10/2021;;0,0497
NTN-B 760199 20350515;08/10/2021;;0,0494
NTN-B 760199 20350515;11/10/2021;;0,0498
NTN-B 760199 20350515;13/10/2021;;0,0498
NTN-B 760199 20350515;14/10/2021;;0,05
NTN-B 760199 20350515;15/10/2021;;0,0505
NTN-B 760199 20350515;18/10/2021;;0,0508
NTN-B 760199 20350515;19/10/2021;;0,0515
NTN-B 760199 20350515;20/10/2021;;0,0523
NTN-B 760199 20350515;21/10/2021;;0,053
NTN-B 760199 20350515;22/10/2021;;0,0534
NTN-B 760199 20350515;25/10/2021;;0,0541
NTN-B 760199 20350515;26/10/2021;;0,0549
NTN-B 760199 20350515;27/10/2021;;0,0548
NTN-B 760199 20350515;28/10/2021;;0,0564
NTN-B 760199 20350515;29/10/2021;;0,0548
NTN-B 760199 20350515;01/11/2021;;0,0553
NTN-B 760199 20350515;03/11/2021;;0,052
NTN-B 760199 20350515;04/11/2021;;0,0529
NTN-B 760199 20350515;05/11/2021;;0,0532
NTN-B 760199 20350515;08/11/2021;;0,0532
NTN-B 760199 20350515;09/11/2021;;0,0523
NTN-B 760199 20350515;10/11/2021;;0,0528
NTN-B 760199 20350515;11/11/2021;;0,0526
NTN-B 760199 20350515;12/11/2021;;0,0519
NTN-B 760199 20350515;16/11/2021;;0,0527
NTN-B 760199 20350515;17/11/2021;;0,0527
NTN-B 760199 20350515;18/11/2021;;0,0527
NTN-B 760199 20350515;19/11/2021;;0,0521
NTN-B 760199 20350515;22/11/2021;;0,0527
NTN-B 760199 20350515;23/11/2021;;0,0521
NTN-B 760199 20350515;24/11/2021;;0,0519
NTN-B 760199 20350515;25/11/2021;;0,0522
NTN-B 760199 20350515;26/11/2021;;0,0523
NTN-B 760199 20350515;29/11/2021;;0,052
NTN-B 760199 20350515;30/11/2021;;0,0514
NTN-B 760199 20350515;01/12/2021;;0,0522
NTN-B 760199 20350515;02/12/2021;;0,052
NTN-B 760199 20350515;03/12/2021;;0,0513
NTN-B 760199 20350515;06/12/2021;;0,0519
NTN-B 760199 20350515;07/12/2021;;0,0518
NTN-B 760199 20350515;08/12/2021;;0,0512
NTN-B 760199 20350515;09/12/2021;;0,0512
NTN-B 760199 20350515;10/12/2021;;0,0501
NTN-B 760199 20350515;13/12/2021;;0,0508
NTN-B 760199 20350515;14/12/2021;;0,0509
NTN-B 760199 20350515;15/12/2021;;0,0509
NTN-B 760199 20350515;16/12/2021;;0,0515
NTN-B 760199 20350515;17/12/2021;;0,0521
NTN-B 760199 20350515;20/12/2021;;0,0518
NTN-B 760199 20350515;21/12/2021;;0,0516
NTN-B 760199 20350515;22/12/2021;;0,0513
NTN-B 760199 20350515;23/12/2021;;0,0516
NTN-B 760199 20350515;24/12/2021;;0,0516
NTN-B 760199 20350515;27/12/2021;;0,0518
NTN-B 760199 20350515;28/12/2021;;0,0518
NTN-B 760199 20350515;29/12/2021;;0,0527
NTN-B 760199 20350515;30/12/2021;;0,0526
NTN-B 760199 20350515;31/12/2021;;0,0526
NTN-B 760199 20350515;03/01/2022;;0,0528
NTN-B 760199 20350515;04/01/2022;;0,0534
NTN-B 760199 20350515;05/01/2022;;0,0542
NTN-B 760199 20350515;06/01/2022;;0,0553
NTN-B 760199 20350515;07/01/2022;;0,0559
NTN-B 760199 20350515;10/01/2022;;0,0562
NTN-B 760199 20350515;11/01/2022;;0,057
NTN-B 760199 20350515;12/01/2022;;0,0565
NTN-B 760199 20350515;13/01/2022;;0,0563
NTN-B 760199 20350515;14/01/2022;;0,0561
NTN-B 760199 20350515;17/01/2022;;0,0569
NTN-B 760199 20350515;18/01/2022;;0,0571
NTN-B 760199 20350515;19/01/2022;;0,0564
NTN-B 760199 20350515;20/01/2022;;0,0557
NTN-B 760199 20350515;21/01/2022;;0,0559
NTN-B 760199 20350515;24/01/2022;;0,0557
NTN-B 760199 20350515;25/01/2022;;0,0559
NTN-B 760199 20350515;26/01/2022;;0,0562
NTN-B 760199 20350515;27/01/2022;;0,0565
NTN-B 760199 20350515;28/01/2022;;0,0564
NTN-B 760199 20350515;31/01/2022;;0,0562
NTN-B 760199 20350515;01/02/2022;;0,0559
NTN-B 760199 20350515;02/02/2022;;0,0553
NTN-B 760199 20350515;03/02/2022;;0,0548
NTN-B 760199 20350515;04/02/2022;;0,0556
NTN-B 760199 20350515;07/02/2022;;0,0554
NTN-B 760199 20350515;08/02/2022;;0,056
NTN-B 760199 20350515;09/02/2022;;0,0564
NTN-B 760199 20350515;10/02/2022;;0,0567
NTN-B 760199 20350515;11/02/2022;;0,0568
NTN-B 760199 20350515;14/02/2022;;0,0565
NTN-B 760199 20350515;15/02/2022;;0,056
NTN-B 760199 20350515;16/02/2022;;0,0561
NTN-B 760199 20350515;17/02/2022;;0,0567
NTN-B 760199 20350515;18/02/2022;;0,057
NTN-B 760199 20350515;21/02/2022;;0,057
NTN-B 760199 20350515;22/02/2022;;0,0574
NTN-B 760199 20350515;23/02/2022;;0,0574
NTN-B 760199 20350515;24/02/2022;;0,0575
NTN-B 760199 20350515;25/02/2022;;0,0576
NTN-B 760199 20350515;02/03/2022;;0,0577
NTN-B 760199 20350515;03/03/2022;;0,0579
NTN-B 760199 20350515;04/03/2022;;0,0584
NTN-B 760199 20350515;07/03/2022;;0,0589
NTN-B 760199 20350515;08/03/2022;;0,0593
NTN-B 760199 20350515;09/03/2022;;0,0585
NTN-B 760199 20350515;10/03/2022;;0,0586
NTN-B 760199 20350515;11/03/2022;;0,0587
NTN-B 760199 20350515;14/03/2022;;0,0593
NTN-B 760199 20350515;15/03/2022;;0,059
NTN-B 760199 20350515;16/03/2022;;0,0589
NTN-B 760199 20350515;17/03/2022;;0,0584
NTN-B 760199 20350515;18/03/2022;;0,0577
NTN-B 760199 20350515;21/03/2022;;0,0577
NTN-B 760199 20350515;22/03/2022;;0,057
NTN-B 760199 20350515;23/03/2022;;0,0565
NTN-B 760199 20350515;24/03/2022;;0,0545
NTN-B 760199 20350515;25/03/2022;;0,0539
NTN-B 760199 20350515;28/03/2022;;0,0543
NTN-B 760199 20350515;29/03/2022;;0,0546
NTN-B 760199 20350515;30/03/2022;;0,055
NTN-B 760199 20350515;31/03/2022;;0,0549
NTN-B 760199 20350515;01/04/2022;;0,0538
NTN-B 760199 20350515;04/04/2022;;0,0536
NTN-B 760199 20350515;05/04/2022;;0,0544
NTN-B 760199 20350515;06/04/2022;;0,0544
NTN-B 760199 20350515;07/04/2022;;0,0541
NTN-B 760199 20350515;08/04/2022;;0,055
NTN-B 760199 20350515;11/04/2022;;0,0562
NTN-B 760199 20350515;12/04/2022;;0,0563
NTN-B 760199 20350515;13/04/2022;;0,0562
NTN-B 760199 20350515;14/04/2022;;0,0565
NTN-B 760199 20350515;18/04/2022;;0,056
NTN-B 760199 20350515;19/04/2022;;0,0561
NTN-B 760199 20350515;20/04/2022;;0,056
NTN-B 760199 20350515;22/04/2022;;0,0565
NTN-B 760199 20350515;25/04/2022;;0,0562
NTN-B 760199 20350515;26/04/2022;;0,0567
NTN-B 760199 20350515;27/04/2022;;0,0564
NTN-B 760199 20350515;28/04/2022;;0,0563
NTN-B 760199 20350515;29/04/2022;;0,0565
NTN-B 760199 20350515;02/05/2022;;0,0569
NTN-B 760199 20350515;03/05/2022;;0,0572
NTN-B 760199 20350515;04/05/2022;;0,0563
NTN-B 760199 20350515;05/05/2022;;0,057
NTN-B 760199 20350515;06/05/2022;;0,0575
NTN-B 760199 20350515;09/05/2022;;0,0576
NTN-B 760199 20350515;10/05/2022;;0,0581
NTN-B 760199 20350515;11/05/2022;;0,0582
NTN-B 760199 20350515;12/05/2022;;0,0577
NTN-B 760199 20350515;13/05/2022;;0,0571
NTN-B 760199 20350515;16/05/2022;;0,0563
NTN-B 760199 20350515;17/05/2022;;0,0564
NTN-B 760199 20350515;18/05/2022;;0,0565
NTN-B 760199 20350515;19/05/2022;;0,0564
NTN-B 760199 20350515;20/05/2022;;0,0564
NTN-B 760199 20350515;23/05/2022;;0,0566
NTN-B 760199 20350515;24/05/2022;;0,0576
NTN-B 760199 20350515;25/05/2022;;0,0574
NTN-B 760199 20350515;26/05/2022;;0,0569
NTN-B 760199 20350515;27/05/2022;;0,057
NTN-B 760199 20350515;30/05/2022;;0,0577
NTN-B 760199 20350515;31/05/2022;;0,0571
NTN-B 760199 20350515;01/06/2022;;0,0575
NTN-B 760199 20350515;02/06/2022;;0,0576
NTN-B 760199 20350515;03/06/2022;;0,0573
NTN-B 760199 20350515;06/06/2022;;0,0574
NTN-B 760199 20350515;07/06/2022;;0,0577
NTN-B 760199 20350515;08/06/2022;;0,0575
NTN-B 760199 20350515;09/06/2022;;0,057
NTN-B 760199 20350515;10/06/2022;;0,0571
NTN-B 760199 20350515;13/06/2022;;0,0577
NTN-B 760199 20350515;14/06/2022;;0,058
NTN-B 760199 20350515;15/06/2022;;0,0568
NTN-B 760199 20350515;17/06/2022;;0,0566
NTN-B 760199 20350515;20/06/2022;;0,0572
NTN-B 760199 20350515;21/06/2022;;0,0577
NTN-B 760199 20350515;22/06/2022;;0,0576
NTN-B 760199 20350515;23/06/2022;;0,0572
NTN-B 760199 20350515;24/06/2022;;0,058
NTN-B 760199 20350515;27/06/2022;;0,0584
NTN-B 760199 20350515;28/06/2022;;0,0592
NTN-B 760199 20350515;29/06/2022;;0,0594
NTN-B 760199 20350515;30/06/2022;;0,059
NTN-B 760199 20350515;01/07/2022;;0,0594
NTN-B 760199 20350515;04/07/2022;;0,0599
NTN-B 760199 20350515;05/07/2022;;0,0603
NTN-B 760199 20350515;06/07/2022;;0,0607
NTN-B 760199 20350515;07/07/2022;;0,0609
NTN-B 760199 20350515;08/07/2022;;0,0623
NTN-B 760199 20350515;11/07/2022;;0,0627
NTN-B 760199 20350515;12/07/2022;;0,0624
NTN-B 760199 20350515;13/07/2022;;0,0621
NTN-B 760199 20350515;14/07/2022;;0,0617
NTN-B 760199 20350515;15/07/2022;;0,0612
NTN-B 760199 20350515;18/07/2022;;0,0626
NTN-B 760199 20350515;19/07/2022;;0,0633
NTN-B 760199 20350515;20/07/2022;;0,0628
NTN-B 760199 20350515;21/07/2022;;0,0628
NTN-B 760199 20350515;22/07/2022;;0,0625
NTN-B 760199 20350515;25/07/2022;;0,0626
NTN-B 760199 20350515;26/07/2022;;0,0632
NTN-B 760199 20350515;27/07/2022;;0,063
NTN-B 760199 20350515;28/07/2022;;0,0624
NTN-B 760199 20350515;29/07/2022;;0,0619
NTN-B 760199 20350515;01/08/2022;;0,0619
NTN-B 760199 20350515;02/08/2022;;0,0623
NTN-B 760199 20350515;03/08/2022;;0,0619
NTN-B 760199 20350515;04/08/2022;;0,0599
NTN-B 760199 20350515;05/08/2022;;0,0594
NTN-B 760199 20350515;08/08/2022;;0,0583
NTN-B 760199 20350515;09/08/2022;;0,0588
NTN-B 760199 20350515;10/08/2022;;0,0587
NTN-B 760199 20350515;11/08/2022;;0,0592
NTN-B 760199 20350515;12/08/2022;;0,0581
NTN-B 760199 20350515;15/08/2022;;0,057
NTN-B 760199 20350515;16/08/2022;;0,0579
NTN-B 760199 20350515;17/08/2022;;0,0581
NTN-B 760199 20350515;18/08/2022;;0,0583
NTN-B 760199 20350515;19/08/2022;;0,0587
NTN-B 760199 20350515;22/08/2022;;0,0591
NTN-B 760199 20350515;23/08/2022;;0,0582
NTN-B 760199 20350515;24/08/2022;;0,0583
NTN-B 760199 20350515;25/08/2022;;0,0589
NTN-B 760199 20350515;26/08/2022;;0,0585
NTN-B 760199 20350515;29/08/2022;;0,0595
NTN-B 760199 20350515;30/08/2022;;0,0594
NTN-B 760199 20350515;31/08/2022;;0,0594
NTN-B 760199 20350515;01/09/2022;;0,0583
NTN-B 760199 20350515;02/09/2022;;0,058
NTN-B 760199 20350515;05/09/2022;;0,0582
NTN-B 760199 20350515;06/09/2022;;0,0587
NTN-B 760199 20350515;08/09/2022;;0,0582
NTN-B 760199 20350515;09/09/2022;;0,0582
NTN-B 760199 20350515;12/09/2022;;0,0586
NTN-B 760199 20350515;13/09/2022;;0,059
NTN-B 760199 20350515;14/09/2022;;0,0592
NTN-B 760199 20350515;15/09/2022;;0,0595
NTN-B 760199 20350515;16/09/2022;;0,0589
NTN-B 760199 20350515;19/09/2022;;0,0584
NTN-B 760199 20350515;20/09/2022;;0,0582
NTN-B 760199 20350515;21/09/2022;;0,0579
NTN-B 760199 20350515;22/09/2022;;0,0572
NTN-B 760199 20350515;23/09/2022;;0,0576
NTN-B 760199 20350515;26/09/2022;;0,0583
NTN-B 760199 20350515;27/09/2022;;0,0581
NTN-B 760199 20350515;28/09/2022;;0,0583
NTN-B 760199 20350515;29/09/2022;;0,0581
NTN-B 760199 20350515;30/09/2022;;0,0572
NTN-B 760199 20350515;03/10/2022;;0,057
NTN-B 760199 20350515;04/10/2022;;0,057
NTN-B 760199 20350515;05/10/2022;;0,0571
NTN-B 760199 20350515;06/10/2022;;0,0576
NTN-B 760199 20350515;07/10/2022;;0,0579
NTN-B 760199 20350515;10/10/2022;;0,058
NTN-B 760199 20350515;11/10/2022;;0,0583
NTN-B 760199 20350515;13/10/2022;;0,0583
NTN-B 760199 20350515;14/10/2022;;0,0582
NTN-B 760199 20350515;17/10/2022;;0,0578
NTN-B 760199 20350515;18/10/2022;;0,0577
NTN-B 760199 20350515;19/10/2022;;0,0577
NTN-B 760199 20350515;20/10/2022;;0,0578
NTN-B 760199 20350515;21/10/2022;;0,0575
NTN-B 760199 20350515;24/10/2022;;0,0581
NTN-B 760199 20350515;25/10/2022;;0,058
NTN-B 760199 20350515;26/10/2022;;0,0584
NTN-B 760199 20350515;27/10/2022;;0,0582
NTN-B 760199 20350515;28/10/2022;;0,0579
NTN-B 760199 20350515;31/10/2022;;0,057
NTN-B 760199 20350515;01/11/2022;;0,0571
NTN-B 760199 20350515;03/11/2022;;0,0576
NTN-B 760199 20350515;04/11/2022;;0,0578
NTN-B 760199 20350515;07/11/2022;;0,0587
NTN-B 760199 20350515;08/11/2022;;0,0587
NTN-B 760199 20350515;09/11/2022;;0,0588
NTN-B 760199 20350515;10/11/2022;;0,0613
NTN-B 760199 20350515;11/11/2022;;0,0614
NTN-B 760199 20350515;14/11/2022;;0,0602
NTN-B 760199 20350515;16/11/2022;;0,0612
NTN-B 760199 20350515;17/11/2022;;0,0611
NTN-B 760199 20350515;18/11/2022;;0,0617
NTN-B 760199 20350515;21/11/2022;;0,0614
NTN-B 760199 20350515;22/11/2022;;0,0624
NTN-B 760199 20350515;23/11/2022;;0,0631
NTN-B 760199 20350515;24/11/2022;;0,0621
NTN-B 760199 20350515;25/11/2022;;0,0631
NTN-B 760199 20350515;28/11/2022;;0,0624
NTN-B 760199 20350515;29/11/2022;;0,0606
NTN-B 760199 20350515;30/11/2022;;0,0594
NTN-B 760199 20350515;01/12/2022;;0,0599
NTN-B 760199 20350515;02/12/2022;;0,0597
NTN-B 760199 20350515;05/12/2022;;0,0606
NTN-B 760199 20350515;06/12/2022;;0,0614
NTN-B 760199 20350515;07/12/2022;;0,0613
NTN-B 760199 20350515;08/12/2022;;0,0616
NTN-B 760199 20350515;09/12/2022;;0,0622
NTN-B 760199 20350515;12/12/2022;;0,0632
NTN-B 760199 20350515;13/12/2022;;0,0637
NTN-B 760199 20350515;14/12/2022;;0,0636
NTN-B 760199 20350515;15/12/2022;;0,0634
NTN-B 760199 20350515;16/12/2022;;0,0639
NTN-B 760199 20350515;19/12/2022;;0,064
NTN-B 760199 20350515;20/12/2022;;0,0633
NTN-B 760199 20350515;21/12/2022;;0,0634
NTN-B 760199 20350515;22/12/2022;;0,0629
NTN-B 760199 20350515;23/12/2022;;0,0621
NTN-B 760199 20350515;26/12/2022;;0,062
NTN-B 760199 20350515;27/12/2022;;0,0619
NTN-B 760199 20350515;28/12/2022;;0,0609
NTN-B 760199 20350515;29/12/2022;;0,061
NTN-B 760199 20350515;30/12/2022;;0,061
NTN-B 760199 20350515;02/01/2023;;0,0621
NTN-B 760199 20350515;03/01/2023;;0,0633
NTN-B 760199 20350515;04/01/2023;;0,0638
NTN-B 760199 20350515;05/01/2023;;0,0633
NTN-B 760199 20350515;06/01/2023;;0,0628
NTN-B 760199 20350515;09/01/2023;;0,0628
NTN-B 760199 20350515;10/01/2023;;0,0621
NTN-B 760199 20350515;11/01/2023;;0,061
NTN-B 760199 20350515;12/01/2023;;0,0606
NTN-B 760199 20350515;13/01/2023;;0,0607
NTN-B 760199 20350515;16/01/2023;;0,0615
NTN-B 760199 20350515;17/01/2023;;0,0613
NTN-B 760199 20350515;18/01/2023;;0,0615
NTN-B 760199 20350515;19/01/2023;;0,0615
NTN-B 760199 20350515;20/01/2023;;0,0628
NTN-B 760199 20350515;23/01/2023;;0,0635
NTN-B 760199 20350515;24/01/2023;;0,0628
NTN-B 760199 20350515;25/01/2023;;0,0627
NTN-B 760199 20350515;26/01/2023;;0,0632
NTN-B 760199 20350515;27/01/2023;;0,0639
NTN-B 760199 20350515;30/01/2023;;0,0641
NTN-B 760199 20350515;31/01/2023;;0,064
NTN-B 760199 20350515;01/02/2023;;0,0639
NTN-B 760199 20350515;02/02/2023;;0,0641
NTN-B 760199 20350515;03/02/2023;;0,065
NTN-B 760199 20350515;06/02/2023;;0,0643
NTN-B 760199 20350515;07/02/2023;;0,0642
NTN-B 760199 20350515;08/02/2023;;0,0635
NTN-B 760199 20350515;09/02/2023;;0,0642
NTN-B 760199 20350515;10/02/2023;;0,0639
NTN-B 760199 20350515;13/02/2023;;0,0639
NTN-B 760199 20350515;14/02/2023;;0,0637
NTN-B 760199 20350515;15/02/2023;;0,0624
NTN-B 760199 20350515;16/02/2023;;0,0624
NTN-B 760199 20350515;17/02/2023;;0,0619
